":@computed_region_9z68_3kq5","case","cityname","cityname_address","cityname_city","cityname_state","cityname_zip","council","dow","ibr_code","location","occ_date","police_grid","police_zone","received_date","ucr_code","ucr_desc","x_coordinate","y_coordinate"
,"SL201576661",,,,,,,"7","0",,"2015-05-02T20:26:14.000",,,"2015-05-02T20:26:14.000","5399-28","PUBLIC PEACE",,
,"SL201589599",,,,,,,"5","0",,"2015-05-21T21:18:04.000",,,"2015-05-21T21:18:04.000","5499-6","NON MOV TRAF",,
,"SL2015802199",,,,,,,"5","23H",,,,,,"2399-0","LARCENY",,
,"SL201577260",,,,,,,"1","0",,"2015-05-03T17:20:55.000",,,"2015-05-03T17:20:55.000","5499-12","IMP/ABAND VEH",,
,"SL201593385",,,,,,,"4","90Z",,"2015-05-27T20:54:06.000",,,"2015-05-27T20:54:06.000","4902-0","ESCAPE",,
,"SL201582478",,,,,,,"2","0",,"2015-05-11T10:41:05.000",,,"2015-05-11T10:41:05.000","5499-8","NONREPTABL TA",,
,"SL201577146",,,,,,,"1","0",,"2015-05-03T14:13:13.000",,,"2015-05-03T14:13:13.000","5499-5","MOV TRAF VIOL",,
,"SL201581405",,,,,,,"7","13C",,"2015-05-09T12:46:27.000",,,"2015-05-09T12:46:27.000","1316-2","ASSAULT",,
,"SL2015802406",,,,,,,"3","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL201595690",,,,,,,"1","23F",,"2015-05-31T00:20:00.000",,,"2015-05-31T00:20:00.000","2305-0","LARCENY",,
,"SL2015802110",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL201590779",,,,,,,"7","90Z",,"2015-05-23T16:24:48.000",,"INV","2015-05-23T16:24:48.000","5401-0","HIT AND RUN",,
,"SL201586462",,,,,,,"1","90Z",,"2015-05-17T06:07:52.000",,,"2015-05-17T06:07:52.000","4902-0","ESCAPE",,
,"SL201589634",,,,,,,"5","90Z",,"2015-05-21T22:23:49.000",,,"2015-05-21T22:23:49.000","4902-0","ESCAPE",,
,"SL201591512",,,,,,,"1","90Z",,"2015-05-24T19:46:39.000",,,"2015-05-24T19:46:39.000","4902-0","ESCAPE",,
,"SL2015802323",,,,,,,"4","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015113973",,,,,,,"4","0",,"2015-06-24T04:08:36.000",,,"2015-06-24T04:08:36.000","7399-99","PUBLIC ORDER",,
,"SL2015112785",,,,,,,"2","290",,"2015-06-22T11:49:53.000",,,"2015-06-22T11:49:53.000","2902-0","DAMAGED PROP",,
,"SL2015114906",,,,,,,"5","0",,"2015-06-25T12:34:08.000",,,"2015-06-25T12:34:08.000","5499-8","NONREPTABL TA",,
,"SL201599702",,,,,,,"6","0",,"2015-06-05T12:38:16.000",,,"2015-06-05T12:38:16.000","5499-8","NONREPTABL TA",,
,"SL2015104488",,,,,,,"5","0",,"2015-06-11T09:31:07.000",,,"2015-06-11T09:31:07.000","7399-3","PUBLIC ORDER",,
,"SL2015100390",,,,,,,"7","0",,"2015-06-06T03:39:01.000",,,"2015-06-06T03:39:01.000","7399-99","PUBLIC ORDER",,
,"SL2015105740",,,,,,,"6","13B",,"2015-06-12T21:41:53.000",,,"2015-06-12T21:41:53.000","1313-0","ASSAULT",,
,"SL2015802723",,,,,,,"4","26C",,,,,,"2699-1","FRAUD",,
,"SL2015117223",,,,,,,"1","35B",,"2015-06-28T11:25:16.000",,,"2015-06-28T11:25:16.000","3550-0","DRUGS",,
,"SL201598745",,,,,,,"5","220",,"2015-06-04T07:52:57.000",,,"2015-06-04T07:52:57.000","2203-0","BURGLARY",,
,"SL2015803004",,,,,,,"4","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015107151",,,,,,,"1","0",,"2015-06-14T22:50:47.000",,,"2015-06-14T22:50:47.000","5499-7","REPORTABLE TA",,
,"SL2015118812",,,,,,,"4","220",,"2015-06-30T15:49:28.000",,,"2015-06-30T15:49:28.000","2204-0","BURGLARY",,
,"SL2015103652",,,,,,,"4","0",,"2015-06-10T08:27:31.000",,,"2015-06-10T08:27:31.000","5499-6","NON MOV TRAF",,
,"SL2015107003",,,,,,,"1","23F",,"2015-06-14T18:33:14.000",,,"2015-06-14T18:33:14.000","2305-0","LARCENY",,
,"SL2015109915",,,,,,,"5","90Z",,"2015-06-18T16:21:49.000",,,"2015-06-18T16:21:49.000","5309-0","PUBLIC PEACE",,
,"SL2015103834",,,,,,,"3","23H",,"2015-06-10T12:51:41.000",,,"2015-06-10T12:51:41.000","2404-64","STOLEN VEHICLE",,
,"SL2015106699",,,,,,,"1","0",,"2015-06-14T08:34:53.000",,,"2015-06-14T08:34:53.000","5499-6","NON MOV TRAF",,
,"SL2015802820",,,,,,,"3","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL201598002",,,,,,,"4","0",,"2015-06-03T07:32:16.000",,,"2015-06-03T07:32:16.000","5499-6","NON MOV TRAF",,
,"SL2015112196",,,,,,,"1","0",,"2015-06-21T14:43:25.000",,,"2015-06-21T14:43:25.000","5499-6","NON MOV TRAF",,
,"SL2015111532",,,,,,,"7","250",,"2015-06-20T14:12:18.000",,,"2015-06-20T14:12:18.000","2504-0","FORGERY",,
,"SL2015802621",,,,,,,"1","23F",,,,,,"2305-0","LARCENY",,
,"SL2015110572",,,,,,,"6","0",,"2015-06-19T11:29:13.000",,,"2015-06-19T11:29:13.000","5499-8","NONREPTABL TA",,
,"SL2015101098",,,,,,,"1","0",,"2015-06-07T00:46:53.000",,,"2015-06-07T00:46:53.000","5399-28","PUBLIC PEACE",,
,"SL2015117056",,,,,,,"1","13B",,"2015-06-28T01:04:17.000",,,"2015-06-28T01:04:17.000","4801-0","OBST POLICE",,
,"SL2015102334",,,,,,,"2","0",,"2015-06-08T16:42:21.000",,,"2015-06-08T16:42:21.000","5499-8","NONREPTABL TA",,
,"SL2015114829",,,,,,,"5","90Z",,"2015-06-25T10:37:36.000",,,"2015-06-25T10:37:36.000","4902-0","ESCAPE",,
,"SL2015103334",,,,,,,"3","0",,"2015-06-09T17:59:16.000",,,"2015-06-09T17:59:16.000","5499-8","NONREPTABL TA",,
,"SL2015109637",,,,,,,"5","0",,"2015-06-18T10:25:01.000",,,"2015-06-18T10:25:01.000","5499-6","NON MOV TRAF",,
,"SL201599442",,,,,,,"6","90Z",,"2015-06-05T03:02:08.000",,,"2015-06-05T03:02:08.000","4902-0","ESCAPE",,
,"SL201597639",,,,,,,"3","0",,"2015-06-02T16:23:23.000",,,"2015-06-02T16:23:23.000","5499-7","REPORTABLE TA",,
,"SL2015111381",,,,,,,"7","0",,"2015-06-20T09:49:50.000",,,"2015-06-20T09:49:50.000","5499-6","NON MOV TRAF",,
,"SL2015802760",,,,,,,"6","23F",,,,,,"2305-0","LARCENY",,
,"SL2015108512",,,,,,,"3","0",,"2015-06-16T20:41:05.000",,,"2015-06-16T20:41:05.000","5499-6","NON MOV TRAF",,
,"SL2015802657",,,,,,,"6","23F",,,,,,"2305-0","LARCENY",,
,"SL2015105840",,,,,,,"7","0",,"2015-06-13T00:47:58.000",,,"2015-06-13T00:47:58.000","7399-1","PUBLIC ORDER",,
,"SL2015106497",,,,,,,"7","35B",,"2015-06-13T22:23:20.000",,,"2015-06-13T22:23:20.000","3550-0","DRUGS",,
,"SL2015114851",,,,,,,"5","90Z",,"2015-06-25T11:04:38.000",,,"2015-06-25T11:04:38.000","4902-0","ESCAPE",,
,"SL2015802756",,,,,,,"7","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015107194",,,,,,,"2","0",,"2015-06-15T00:13:43.000",,,"2015-06-15T00:13:43.000","7399-99","PUBLIC ORDER",,
,"SL2015111261",,,,,,,"7","290",,"2015-06-20T04:09:35.000",,,"2015-06-20T04:09:35.000","2902-1","DAMAGED PROP",,
,"SL2015802938",,,,,,,"7","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015802747",,,,,,,"6","26C",,,,,,"2699-1","FRAUD",,
,"SL2015803045",,,,,,,"7","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015116237",,,,,,,"6","0",,"2015-06-26T23:37:33.000",,,"2015-06-26T23:37:33.000","5499-1","OFCR INV TA",,
,"SL2015803023",,,,,,,"6","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL2015111430",,,,,,,"7","13B",,"2015-06-20T11:28:25.000",,,"2015-06-20T11:28:25.000","1313-0","ASSAULT",,
,"SL2015802921",,,,,,,"3","26C",,,,,,"2699-1","FRAUD",,
,"SL2015106533",,,,,,,"7","0",,"2015-06-13T23:08:58.000",,,"2015-06-13T23:08:58.000","5499-6","NON MOV TRAF",,
,"SL2015113191",,,,,,,"2","0",,"2015-06-22T22:17:46.000",,,"2015-06-22T22:17:46.000","5399-23","PUBLIC PEACE",,
,"SL2015802689",,,,,,,"3","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL2015107680",,,,,,,"2","0",,"2015-06-15T18:03:27.000",,,"2015-06-15T18:03:27.000","5499-6","NON MOV TRAF",,
,"SL2015802680",,,,,,,"5","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015802649",,,,,,,"2","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015103539",,,,,,,"4","220",,"2015-06-10T02:18:35.000",,"D2","2015-06-10T02:18:35.000","2205-0","BURGLARY",,
,"SL2015111308",,,,,,,"7","35A",,"2015-06-20T07:21:16.000",,,"2015-06-20T07:21:16.000","3512-0","DRUGS",,
,"SL2015108193",,,,,,,"3","0",,"2015-06-16T13:13:29.000",,,"2015-06-16T13:13:29.000","5499-6","NON MOV TRAF",,
,"SL2015101264",,,,,,,"1","0",,"2015-06-07T09:06:47.000",,,"2015-06-07T09:06:47.000","5499-12","IMP/ABAND VEH",,
,"SL2015116102",,,,,,,"6","90Z",,"2015-06-26T20:33:46.000",,,"2015-06-26T20:33:46.000","5499-11","FLEEING",,
,"SL2015113018",,,,,,,"2","0",,"2015-06-22T17:34:22.000",,,"2015-06-22T17:34:22.000","5499-8","NONREPTABL TA",,
,"SL2015803030",,,,,,,"7","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015114187",,,,,,,"4","0",,"2015-06-24T11:52:52.000",,,"2015-06-24T11:52:52.000","5499-8","NONREPTABL TA",,
,"SL2015115542",,,,,,,"6","35A",,"2015-06-26T08:05:01.000",,,"2015-06-26T08:05:01.000","3512-0","DRUGS",,
,"SL2015104342",,,,,,,"5","0",,"2015-06-11T04:11:05.000",,,"2015-06-11T04:11:05.000","7399-99","PUBLIC ORDER",,
,"SL2015109759",,,,,,,"5","0",,"2015-06-18T12:57:15.000",,,"2015-06-18T12:57:15.000","5499-10","INSP COMM VEH",,
,"SL2015110335",,,,,,,"6","35A",,"2015-06-19T04:32:21.000",,,"2015-06-19T04:32:21.000","3532-0","DRUGS",,
,"SL2015111178",,,,,,,"7","90Z",,"2015-06-20T00:56:29.000",,,"2015-06-20T00:56:29.000","4902-0","ESCAPE",,
,"SL2015112618",,,,,,,"2","26B",,"2015-06-22T07:42:24.000",,,"2015-06-22T07:42:24.000","2605-0","FRAUD",,
,"SL2015103224",,,,,,,"3","0",,"2015-06-09T15:50:08.000",,,"2015-06-09T15:50:08.000","5499-6","NON MOV TRAF",,
,"SL2015115598",,,,,,,"6","90Z",,"2015-06-26T09:47:40.000",,,"2015-06-26T09:47:40.000","4902-0","ESCAPE",,
,"SL2015111138",,,,,,,"7","0",,"2015-06-20T00:00:51.000",,,"2015-06-20T00:00:51.000","7399-15","PUBLIC ORDER",,
,"SL2015102262",,,,,,,"2","0",,"2015-06-08T15:20:32.000",,"INV","2015-06-08T15:20:32.000","7399-99","PUBLIC ORDER",,
,"SL2015113529",,,,,,,"7","90Z",,"2015-06-23T12:54:33.000",,,"2015-06-23T12:54:33.000","4902-0","ESCAPE",,
,"SL2015117735",,,,,,,"6","23H",,"2015-06-29T07:59:12.000",,,"2015-06-29T07:59:12.000","2309-0","LARCENY",,
,"SL2015110329",,,,,,,"6","90Z",,"2015-06-19T03:24:22.000",,,"2015-06-19T03:24:22.000","4902-0","ESCAPE",,
,"SL2015802962",,,,,,,"3","23F",,,,,,"2305-0","LARCENY",,
,"SL2015803163",,,,,,,"5","23F",,,,,,"2305-0","LARCENY",,
,"SL2015130879",,,,,,,"5","0",,"2015-07-16T18:56:24.000",,,"2015-07-16T18:56:24.000","5499-8","NONREPTABL TA",,
,"SL2015142815",,,,,,,"6","0",,"2015-08-01T17:08:49.000",,,"2015-08-01T17:08:49.000","5399-28","PUBLIC PEACE",,
,"SL2015803230",,,,,,,"3","23F",,,,,,"2305-0","LARCENY",,
,"SL2015124682",,,,,,,"4","23H",,"2015-07-08T12:47:28.000",,,"2015-07-08T12:47:28.000","2399-18","LARCENY",,
,"SL2015131555",,,,,,,"6","0",,"2015-07-17T14:00:34.000",,,"2015-07-17T14:00:34.000","5499-12","IMP/ABAND VEH",,
,"SL2015124101",,,,,,,"3","90Z",,"2015-07-07T16:33:35.000",,,"2015-07-07T16:33:35.000","3599-2","DRUGS",,
,"SL2015139748",,,,,,,"3","0",,"2015-07-28T15:45:19.000",,,"2015-07-28T15:45:19.000","5499-2","TA- CITY EQUIP",,
,"SL2015803425",,,,,,,"5","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015803722",,,,,,,"3","23F",,,,,,"2305-0","LARCENY",,
,"SL2015803543",,,,,,,"3","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015803827",,,,,,,"5","23F",,,,,,"2305-0","LARCENY",,
,"SL2015140789",,,,,,,"5","0",,"2015-07-30T01:32:28.000",,,"2015-07-30T01:32:28.000","7399-99","PUBLIC ORDER",,
,"SL2015803390",,,,,,,"2","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015129247",,,,,,,"3","13B",,"2015-07-14T16:00:39.000",,,"2015-07-14T16:00:39.000","1313-0","ASSAULT",,
,"SL2015129897",,,,,,,"4","0",,"2015-07-15T12:28:58.000",,,"2015-07-15T12:28:58.000","5499-8","NONREPTABL TA",,
,"SL2015803698",,,,,,,"1","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015120175",,,,,,,"5","0",,"2015-07-02T11:15:30.000",,,"2015-07-02T11:15:30.000","5499-8","NONREPTABL TA",,
,"SL2015133473",,,,,,,"2","0",,"2015-07-20T07:40:02.000",,,"2015-07-20T07:40:02.000","5499-6","NON MOV TRAF",,
,"SL2015135223",,,,,,,"4","0",,"2015-07-22T12:47:02.000",,,"2015-07-22T12:47:02.000","5499-8","NONREPTABL TA",,
,"SL2015127947",,,,,,,"1","90Z",,"2015-07-12T21:36:05.000",,,"2015-07-12T21:36:05.000","4902-0","ESCAPE",,
,"SL2015125293",,,,,,,"5","0",,"2015-07-09T09:26:24.000",,,"2015-07-09T09:26:24.000","5499-6","NON MOV TRAF",,
,"SL2015803167",,,,,,,"5","23F",,,,,,"2305-0","LARCENY",,
,"SL2015122431",,,,,,,"1","290",,"2015-07-05T08:29:16.000",,,"2015-07-05T08:29:16.000","2902-1","DAMAGED PROP",,
,"SL2015128454",,,,,,,"5","0",,"2015-07-13T16:07:38.000",,,"2015-07-13T16:07:38.000","5499-8","NONREPTABL TA",,
,"SL2015138264",,,,,,,"1","0",,"2015-07-26T11:30:42.000",,,"2015-07-26T11:30:42.000","7399-1","PUBLIC ORDER",,
,"SL2015136146",,,,,,,"5","0",,"2015-07-23T16:52:37.000",,,"2015-07-23T16:52:37.000","5499-8","NONREPTABL TA",,
,"SL2015128745",,,,,,,"2","0",,"2015-07-13T23:39:34.000",,,"2015-07-13T23:39:34.000","7399-5","PUBLIC ORDER",,
,"SL2015122580",,,,,,,"1","0",,"2015-07-05T14:01:53.000",,,"2015-07-05T14:01:53.000","5499-6","NON MOV TRAF",,
,"SL2015134086",,,,,,,"2","26B",,"2015-07-20T22:47:57.000",,,"2015-07-20T22:47:57.000","2605-0","FRAUD",,
,"SL2015133700",,,,,,,"3","0",,"2015-07-20T14:19:55.000",,"INV","2015-07-20T14:19:55.000","7399-0","PUBLIC ORDER",,
,"SL2015142198",,,,,,,"6","90Z",,"2015-07-31T21:43:02.000",,,"2015-07-31T21:43:02.000","4902-0","ESCAPE",,
,"SL2015121583",,,,,,,"7","0",,"2015-07-04T03:35:43.000",,,"2015-07-04T03:35:43.000","5299-0","WEAPON OFFENSE",,
,"SL2015803328",,,,,,,"6","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015119942",,,,,,,"5","0",,"2015-07-02T00:35:17.000",,,"2015-07-02T00:35:17.000","5499-12","IMP/ABAND VEH",,
,"SL2015803494",,,,,,,"7","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015803188",,,,,,,"5","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015803154",,,,,,,"7","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL2015126900",,,,,,,"7","0",,"2015-07-11T11:25:48.000",,,"2015-07-11T11:25:48.000","5499-6","NON MOV TRAF",,
,"SL2015135364",,,,,,,"4","0",,"2015-07-22T16:06:10.000",,,"2015-07-22T16:06:10.000","5499-8","NONREPTABL TA",,
,"SL2015141852",,,,,,,"6","0",,"2015-07-31T14:15:39.000",,,"2015-07-31T14:15:39.000","7399-99","PUBLIC ORDER",,
,"SL2015137742",,,,,,,"7","90D",,"2015-07-25T18:01:54.000",,,"2015-07-25T18:01:54.000","5404-0","DUI ALCOHOL",,
,"SL2015129112",,,,,,,"3","0",,"2015-07-14T13:53:50.000",,,"2015-07-14T13:53:50.000","5499-8","NONREPTABL TA",,
,"SL2015803279",,,,,,,"5","23F",,,,,,"2305-0","LARCENY",,
,"SL2015803637",,,,,,,"6","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015136625",,,,,,,"6","0",,"2015-07-24T07:55:39.000",,,"2015-07-24T07:55:39.000","5499-6","NON MOV TRAF",,
,"SL2015142004",,,,,,,"6","90Z",,"2015-07-31T17:38:53.000",,,"2015-07-31T17:38:53.000","3599-3","DRUGS",,
,"SL2015803141",,,,,,,"1","26C",,,,,,"2699-1","FRAUD",,
,"SL2015140885",,,,,,,"5","0",,"2015-07-30T08:40:00.000",,,"2015-07-30T08:40:00.000","5499-8","NONREPTABL TA",,
,"SL2015127003",,,,,,,"7","0",,"2015-07-11T14:18:09.000",,,"2015-07-11T14:18:09.000","5499-8","NONREPTABL TA",,
,"SL2015122293",,,,,,,"1","0",,"2015-07-05T01:01:41.000",,,"2015-07-05T01:01:41.000","5499-5","MOV TRAF VIOL",,
,"SL2015125723",,,,,,,"5","0",,"2015-07-09T20:14:23.000",,"INV","2015-07-09T20:14:23.000","5499-2","TA- CITY EQUIP",,
,"SL2015131173",,,,,,,"6","35A",,"2015-07-17T00:26:45.000",,,"2015-07-17T00:26:45.000","3562-0","DRUGS",,
,"SL2015803430",,,,,,,"1","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015139339",,,,,,,"2","290",,"2015-07-27T23:18:33.000",,,"2015-07-27T23:18:33.000","2999-1","DAMAGED PROP",,
,"SL2015123036",,,,,,,"2","0",,"2015-07-06T09:16:57.000",,"INV","2015-07-06T09:16:57.000","7399-99","PUBLIC ORDER",,
,"SL2015141940",,,,,,,"6","90Z",,"2015-07-31T16:08:35.000",,,"2015-07-31T16:08:35.000","4902-0","ESCAPE",,
,"SL2015123170",,,,,,,"2","0",,"2015-07-06T12:49:31.000",,,"2015-07-06T12:49:31.000","5499-6","NON MOV TRAF",,
,"SL2015132142",,,,,,,"7","0",,"2015-07-18T05:41:48.000",,,"2015-07-18T05:41:48.000","5499-8","NONREPTABL TA",,
,"SL2015803569",,,,,,,"4","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015803454",,,,,,,"6","0",,,,,,"7399-6","PUBLIC ORDER",,
,"SL2015134026",,,,,,,"2","0",,"2015-07-20T20:56:46.000",,,"2015-07-20T20:56:46.000","5399-18","PUBLIC PEACE",,
,"SL2015135020",,,,,,,"4","0",,"2015-07-22T08:04:50.000",,,"2015-07-22T08:04:50.000","7399-1","PUBLIC ORDER",,
,"SL2015133984",,,,,,,"2","23F",,"2015-07-20T20:01:31.000",,,"2015-07-20T20:01:31.000","2305-0","LARCENY",,
,"SL2015138772",,,,,,,"2","0",,"2015-07-27T05:40:04.000",,,"2015-07-27T05:40:04.000","7399-11","PUBLIC ORDER",,
,"SL2015119739",,,,,,,"4","0",,"2015-07-01T18:24:46.000",,,"2015-07-01T18:24:46.000","7399-99","PUBLIC ORDER",,
,"SL2015128621",,,,,,,"2","35B",,"2015-07-13T19:50:27.000",,,"2015-07-13T19:50:27.000","3550-0","DRUGS",,
,"SL2015132682",,,,,,,"7","90Z",,"2015-07-18T22:29:53.000",,,"2015-07-18T22:29:53.000","4902-0","ESCAPE",,
,"SL2015134401",,,,,,,"3","0",,"2015-07-21T12:38:48.000",,,"2015-07-21T12:38:48.000","5499-8","NONREPTABL TA",,
,"SL2015120965",,,,,,"3","6","13B",,"2015-07-03T12:14:25.000","141","Z4","2015-07-03T12:14:25.000","1313-0","ASSAULT",,
,"SL2015124701",,,,,,,"4","0",,"2015-07-08T13:12:34.000",,,"2015-07-08T13:12:34.000","5499-8","NONREPTABL TA",,
,"SL2015131622",,,,,,,"6","0",,"2015-07-17T15:25:44.000",,,"2015-07-17T15:25:44.000","5499-8","NONREPTABL TA",,
,"SL2015124531",,,,,,,"4","0",,"2015-07-08T08:55:09.000",,,"2015-07-08T08:55:09.000","5499-6","NON MOV TRAF",,
,"SL2015804465",,,,,,,"7","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015804238",,,,,,,"7","23D",,,,,,"2308-0","LARCENY",,
,"SL2015155314",,,,,,,"7","290",,"2015-08-18T07:35:38.000",,,"2015-08-18T07:35:38.000","2903-0","DAMAGED PROP",,
,"SL2015152899",,,,,,,"6","0",,"2015-08-14T19:50:03.000",,,"2015-08-14T19:50:03.000","5499-8","NONREPTABL TA",,
,"SL2015152029",,,,,,,"5","0",,"2015-08-13T18:00:07.000",,,"2015-08-13T18:00:07.000","5499-6","NON MOV TRAF",,
,"SL2015804032",,,,,,,"7","23F",,,,,,"2305-0","LARCENY",,
,"SL2015142859",,,,,,,"7","0",,"2015-08-01T18:05:10.000",,,"2015-08-01T18:05:10.000","5499-6","NON MOV TRAF",,
,"SL2015147403",,,,,,,"6","0",,"2015-08-07T12:01:45.000",,,"2015-08-07T12:01:45.000","5499-12","IMP/ABAND VEH",,
,"SL2015150330",,,,,,,"3","90Z",,"2015-08-11T12:07:08.000",,,"2015-08-11T12:07:08.000","4902-0","ESCAPE",,
,"SL2015151827",,,,,,,"5","0",,"2015-08-13T13:39:54.000",,,"2015-08-13T13:39:54.000","7399-99","PUBLIC ORDER",,
,"SL2015161904",,,,,,,"4","26B",,"2015-08-26T23:21:27.000",,,"2015-08-26T23:21:27.000","2605-0","FRAUD",,
,"SL2015157876",,,,,,,"6","90J",,"2015-08-21T14:51:24.000",,,"2015-08-21T14:51:24.000","5707-0","INV OF PRIVACY",,
,"SL2015804088",,,,,,,"7","23H",,,,,,"2399-0","LARCENY",,
,"SL2015149605",,,,,,,"2","90Z",,"2015-08-10T13:36:08.000",,,"2015-08-10T13:36:08.000","3599-5","DRUGS",,
,"SL2015144477",,,,,,,"2","13B",,"2015-08-03T20:05:04.000",,,"2015-08-03T20:05:04.000","4801-0","OBST POLICE",,
,"SL2015163664",,,,,,,"7","0",,"2015-08-29T05:02:32.000",,,"2015-08-29T05:02:32.000","5399-28","PUBLIC PEACE",,
,"SL2015148961",,,,,,,"1","0",,"2015-08-09T14:25:17.000",,,"2015-08-09T14:25:17.000","5499-8","NONREPTABL TA",,
,"SL2015146486",,,,,,,"5","90J","000 S RIO GRANDE ST                                                                                     ","2015-08-06T12:49:48.000",,,"2015-08-06T12:49:48.000","5707-0","INV OF PRIVACY",,
,"SL2015804351",,,,,,,"1","23F",,,,,,"2305-0","LARCENY",,
,"SL2015156755",,,,,,,"5","23F",,"2015-08-20T07:33:07.000",,,"2015-08-20T07:33:07.000","2305-0","LARCENY",,
,"SL2015158078",,,,,,,"6","35B",,"2015-08-21T19:05:13.000",,,"2015-08-21T19:05:13.000","3550-0","DRUGS",,
,"SL2015804094",,,,,,,"7","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015162608",,,,,,,"5","13C",,"2015-08-27T20:20:38.000",,,"2015-08-27T20:20:38.000","1316-2","ASSAULT",,
,"SL2015804095",,,,,,,"6","90Z",,,,,,"5401-0","HIT AND RUN",,
,"SL2015156746",,,,,,,"5","23F",,"2015-08-20T07:08:34.000",,,"2015-08-20T07:08:34.000","2305-0","LARCENY",,
,"SL2015804204",,,,,,,"3","23H",,,,,,"2309-0","LARCENY",,
,"SL2015143223",,,,,,,"1","0",,"2015-08-02T04:33:42.000",,,"2015-08-02T04:33:42.000","7399-99","PUBLIC ORDER",,
,"SL2015804167",,,,,,,"2","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL2015804344",,,,,,,"4","290",,,,,,"2901-0","DAMAGED PROP",,
,"SL2015148757",,,,,,,"1","90D",,"2015-08-09T05:59:59.000",,,"2015-08-09T05:59:59.000","5404-0","DUI ALCOHOL",,
,"SL2015148909",,,,,,,"1","0",,"2015-08-09T13:07:05.000",,,"2015-08-09T13:07:05.000","5499-8","NONREPTABL TA",,
,"SL2015164722",,,,,,,"1","0",,"2015-08-30T14:30:52.000",,,"2015-08-30T14:30:52.000","5499-84","ARPRT TITLE 16",,
,"SL2015145559",,,,,,,"3","220",,"2015-08-05T08:47:11.000",,,"2015-08-05T08:47:11.000","2203-0","BURGLARY",,
,"SL2015158085",,,,,,,"6","35A",,"2015-08-21T19:18:29.000",,,"2015-08-21T19:18:29.000","3512-0","DRUGS",,
,"SL2015154805",,,,,,,"2","0",,"2015-08-17T13:57:56.000",,,"2015-08-17T13:57:56.000","5499-8","NONREPTABL TA",,
,"SL2015168013",,,,,,,"7","290",,"2015-09-03T23:09:45.000",,,"2015-09-03T23:09:45.000","2903-0","DAMAGED PROP",,
,"SL2015150453",,,,,,,"3","13B",,"2015-08-11T14:54:49.000",,,"2015-08-11T14:54:49.000","1313-0","ASSAULT",,
,"SL2015147603",,,,,,,"6","13C",,"2015-08-07T16:29:48.000","113","Z1","2015-08-07T16:29:48.000","1316-2","ASSAULT",,
,"SL2015165257",,,,,,,"5","26B",,"2015-08-31T10:34:48.000",,,"2015-08-31T10:34:48.000","2605-0","FRAUD",,
,"SL2015162422",,,,,,,"5","0",,"2015-08-27T16:32:49.000",,,"2015-08-27T16:32:49.000","5499-6","NON MOV TRAF",,
,"SL2015804292",,,,,,,"2","23F",,,,,,"2305-0","LARCENY",,
,"SL2015152530",,,,,,,"5","290",,"2015-08-14T12:13:59.000",,,"2015-08-14T12:13:59.000","2902-0","DAMAGED PROP",,
,"SL2015155835",,,,,,,"3","0",,"2015-08-18T20:27:16.000",,,"2015-08-18T20:27:16.000","5499-8","NONREPTABL TA",,
,"SL2015804288",,,,,,,"2","290",,,,,,"2902-0","DAMAGED PROP",,
,"SL2015145085",,,,,,,"3","90Z",,"2015-08-04T16:13:15.000",,,"2015-08-04T16:13:15.000","4902-0","ESCAPE",,
,"SL2015144559",,,,,,,"2","90Z",,"2015-08-03T22:20:07.000",,,"2015-08-03T22:20:07.000","4902-0","ESCAPE",,
,"SL2015159035",,,,,,,"1","13B",,"2015-08-23T00:47:43.000",,,"2015-08-23T00:47:43.000","1313-0","ASSAULT",,
,"SL2015804124",,,,,,,"6","0",,,,,,"7399-40","PUBLIC ORDER",,
,"SL2015803948",,,,,,,"5","23F",,,,,,"2305-0","LARCENY",,
